Date,Home Team,Away Team,Home Score,Away Score,Playoff Game?,Home Odds Open,Away Odds Open,Home Line Open,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,,
2012-11-04,TEN,CHI,20,51,,2.95,1.43,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,SEA,MIN,30,20,,1.44,2.85,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,OAK,TB,32,42,,1.80,2.05,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,NYG,PIT,20,24,,1.50,2.70,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,JAX,DET,14,31,,3.20,1.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,IND,MIA,23,20,,2.10,1.77,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,HOU,BUF,21,9,,1.17,5.50,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,GB,ARI,31,17,,1.18,5.25,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,CLE,BAL,15,25,,2.70,1.51,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,CIN,DEN,23,31,,2.85,1.44,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,ATL,DAL,19,13,,1.49,2.75,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-01,SD,KC,31,13,,1.29,3.80,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-29,ARI,SF,3,24,,3.80,1.29,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,TEN,IND,13,19,,1.59,2.50,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,STL,NE,7,45,,3.70,1.30,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,PIT,WAS,27,12,,1.48,2.80,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,PHI,ATL,17,30,,1.69,2.25,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,NYJ,MIA,9,30,,1.83,2.00,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,KC,OAK,16,26,,1.83,2.00,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,GB,JAX,24,15,,1.09,9.00,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,DET,SEA,28,24,,1.69,2.25,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,DEN,NO,34,14,,1.38,3.20,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,DAL,NYG,24,29,,2.30,1.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,CLE,SD,7,6,,2.30,1.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,CHI,CAR,23,22,,1.29,3.90,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-25,MIN,TB,17,36,,1.42,3.00,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-22,CHI,DET,13,7,,1.37,3.30,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,TB,NO,28,35,,2.05,1.80,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,STL,GB,20,30,,3.00,1.42,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,OAK,JAX,26,23,,1.37,3.30,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,NYG,WAS,27,23,,1.37,3.30,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,NE,NYJ,29,26,,1.15,5.75,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,MIN,ARI,21,14,,1.31,3.60,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,IND,CLE,17,13,,1.83,2.00,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,HOU,BAL,43,13,,1.34,3.45,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,CIN,PIT,17,24,,2.05,1.80,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,CAR,DAL,14,19,,2.25,1.69,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,BUF,TEN,34,35,,1.47,2.85,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-18,SF,SEA,13,6,,1.26,4.10,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-15,SD,DEN,24,35,,1.91,1.91,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,WAS,MIN,38,26,,2.15,1.74,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,TB,KC,38,10,,1.42,3.00,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,SEA,NE,24,23,,2.85,1.45,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,SF,NYG,3,26,,1.31,3.65,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,PHI,DET,23,26,,1.54,2.65,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,NYJ,IND,35,9,,1.54,2.65,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,MIA,STL,17,14,,1.40,3.10,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,HOU,GB,24,42,,1.51,2.70,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,CLE,CIN,34,24,,2.10,1.77,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,BAL,DAL,31,29,,1.57,2.55,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,ATL,OAK,23,20,,1.20,5.00,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,ARI,BUF,16,19,,1.42,3.00,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-11,TEN,PIT,26,23,,3.20,1.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-08,NYJ,HOU,17,23,,4.75,1.21,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,WAS,ATL,17,24,,2.40,1.63,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,SF,BUF,45,3,,1.20,5.00,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,PIT,PHI,16,14,,1.49,2.75,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,NYG,CLE,41,27,,1.25,4.30,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,NO,SD,31,24,,1.54,2.65,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,NE,DEN,31,21,,1.38,3.25,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,MIN,TEN,30,7,,1.38,3.20,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,KC,BAL,6,9,,3.30,1.37,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,JAX,CHI,3,41,,3.30,1.37,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,IND,GB,30,27,,3.45,1.34,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,CIN,MIA,13,17,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,CAR,SEA,12,16,,1.80,2.05,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-04,STL,ARI,17,3,,2.05,1.80,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-01,DAL,CHI,18,34,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,TB,WAS,22,24,,1.74,2.15,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,STL,SEA,19,13,,2.20,1.71,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,PHI,NYG,19,17,,1.77,2.10,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,NYJ,SF,0,34,,2.80,1.47,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,KC,SD,20,37,,2.15,1.74,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,JAX,CIN,10,27,,1.80,2.05,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,HOU,TEN,38,14,,1.13,6.50,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,GB,NO,28,27,,1.29,3.90,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,DET,MIN,13,20,,1.51,2.70,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,DEN,OAK,37,6,,1.33,3.50,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,BUF,NE,28,52,,2.75,1.48,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,ATL,CAR,30,28,,1.31,3.65,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,ARI,MIA,24,21,,1.45,2.90,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-27,BAL,CLE,23,16,,1.15,5.75,-11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-24,SEA,GB,14,12,,2.55,1.57,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,WAS,CIN,31,38,,1.59,2.50,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,TEN,DET,44,41,,2.75,1.50,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,SD,ATL,3,27,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,OAK,PIT,34,31,,2.70,1.50,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,NO,KC,24,27,,1.26,4.20,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,MIN,SF,24,13,,3.65,1.31,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,MIA,NYJ,20,23,,2.30,1.67,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,IND,JAX,17,22,,1.57,2.55,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,DEN,HOU,25,31,,2.05,1.80,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,DAL,TB,16,10,,1.27,4.10,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,CLE,BUF,14,24,,2.20,1.71,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,CHI,STL,23,6,,1.31,3.60,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,BAL,NE,31,30,,1.67,2.40,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,ARI,PHI,27,6,,2.55,1.57,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-20,CAR,NYG,7,36,,1.67,2.30,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-17,ATL,DEN,27,21,,1.63,2.40,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,STL,WAS,31,28,,2.65,1.51,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,SEA,DAL,27,7,,2.50,1.59,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,SF,DET,27,19,,1.32,3.60,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,SD,TEN,38,10,,1.37,3.30,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,PIT,NYJ,27,10,,1.43,2.95,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,PHI,BAL,24,23,,1.63,2.40,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,NYG,TB,41,34,,1.27,4.10,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,NE,ARI,18,20,,1.12,7.50,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,MIA,OAK,35,13,,2.10,1.77,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,JAX,HOU,7,27,,3.60,1.31,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,IND,MIN,23,20,,2.25,1.69,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,CIN,CLE,34,27,,1.30,3.70,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,CAR,NO,35,27,,2.30,1.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,BUF,KC,35,17,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-13,GB,CHI,23,10,,1.42,3.00,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-10,OAK,SD,14,22,,1.83,2.00,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-10,BAL,CIN,44,13,,1.29,3.90,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,TEN,NE,13,34,,3.10,1.40,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,TB,CAR,16,10,,2.35,1.65,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,NYJ,BUF,48,28,,1.67,2.30,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,NO,WAS,32,40,,1.25,4.35,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,MIN,JAX,26,23,,1.51,2.70,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,KC,ATL,24,40,,2.15,1.74,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,HOU,MIA,30,10,,1.11,7.00,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,GB,SF,22,30,,1.38,3.25,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,DET,STL,27,23,,1.24,4.50,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,DEN,PIT,31,19,,1.71,2.20,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,CLE,PHI,16,17,,4.70,1.22,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,CHI,IND,41,21,,1.19,5.00,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,ARI,SEA,20,16,,2.25,1.69,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-05,NYG,DAL,17,24,,1.51,2.70,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-05,NYG,NE,21,17,Y,2.20,1.71,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-22,SF,NYG,17,20,Y,1.80,2.05,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-22,NE,BAL,23,20,Y,1.32,3.60,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-15,GB,NYG,20,37,Y,1.27,4.10,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-15,BAL,HOU,20,13,Y,1.27,4.10,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-14,SF,NO,36,32,Y,2.45,1.61,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-14,NE,DEN,45,10,Y,1.14,6.25,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-08,NYG,ATL,24,2,Y,1.69,2.25,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-08,DEN,PIT,29,23,Y,3.80,1.29,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-07,NO,DET,45,28,Y,1.15,5.75,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-07,HOU,CIN,31,10,Y,1.43,2.95,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,STL,SF,27,34,,6.50,1.13,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,PHI,WAS,34,10,,1.29,3.80,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,OAK,SD,26,38,,1.71,2.20,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,NYG,DAL,31,14,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,NO,CAR,45,17,,1.33,3.50,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,NE,BUF,49,21,,1.17,5.25,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,MIN,CHI,13,17,,1.69,2.25,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,MIA,NYJ,19,17,,1.77,2.10,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,JAX,IND,19,13,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,HOU,TEN,22,23,,2.15,1.74,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,GB,DET,45,41,,3.40,1.36,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,DEN,KC,3,7,,1.77,2.10,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,CLE,PIT,9,13,,3.70,1.30,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,CIN,BAL,16,24,,2.25,1.69,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,ATL,TB,45,24,,1.22,4.50,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-01,ARI,SEA,23,20,,1.71,2.20,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-26,NO,ATL,45,16,,1.29,3.80,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-25,GB,CHI,35,21,,1.11,7.00,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,WAS,MIN,26,33,,1.38,3.20,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,TEN,JAX,23,17,,1.26,4.20,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,SEA,SF,17,19,,2.20,1.71,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,PIT,STL,27,0,,1.20,5.00,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,NYJ,NYG,14,29,,1.71,2.20,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,NE,MIA,27,24,,1.29,3.90,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,KC,OAK,13,16,,1.69,2.25,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,DET,SD,38,10,,1.91,1.91,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,DAL,PHI,7,20,,2.20,1.71,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,CIN,ARI,23,16,,1.47,2.85,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,CAR,TB,48,16,,1.25,4.30,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,BUF,DEN,40,14,,2.30,1.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24,BAL,CLE,20,14,,1.15,5.75,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-22,IND,HOU,19,16,,3.65,1.32,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-19,SF,PIT,20,3,,1.61,2.45,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,STL,CIN,13,20,,3.70,1.30,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,SD,BAL,34,14,,2.00,1.83,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,PHI,NYJ,45,19,,1.63,2.40,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,OAK,DET,27,28,,2.25,1.69,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,NYG,WAS,10,23,,1.38,3.25,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,MIN,NO,20,42,,3.90,1.29,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,KC,GB,19,14,,6.25,1.14,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,IND,TEN,27,13,,3.50,1.33,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,HOU,CAR,13,28,,1.42,3.00,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,DEN,NE,23,41,,3.85,1.29,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,CHI,SEA,14,38,,1.51,2.70,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,BUF,MIA,23,30,,1.91,1.91,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-18,ARI,CLE,20,17,,1.37,3.30,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-17,TB,DAL,15,31,,4.10,1.27,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-15,ATL,JAX,41,14,,1.10,7.75,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-12,SEA,STL,30,13,,1.25,4.35,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-11,WAS,NE,27,34,,4.95,1.28,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-11,TEN,NO,17,22,,2.60,1.56,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-11,SD,BUF,37,10,,1.29,3.80,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-11,NYJ,KC,37,10,,1.14,6.00,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-11,MIA,PHI,10,26,,1.67,2.30,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-11,JAX,TB,41,14,,2.30,1.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-11,GB,OAK,46,16,,1.13,6.50,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-11,DET,MIN,34,28,,1.18,5.25,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-11,DEN,CHI,13,10,,1.56,2.60,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
